Nr;Kod stacji;Kod mi©dzynarodowy;Nazwa stacji;Stary Kod stacji;Data uruchomienia;Data zamkni©cia;Typ stacji;Typ obszaru;Rodzaj stacji;Wojew¢dztwo;MiejscowoòÜ;Ulica;WGS84 ? N;WGS84 ? E
721;PkSanokWSSEMickew;;Sanok-Mickiewicza-WSSE;PkSanokWSSEMickew;01.01.1984;31.12.2003;tào;miejski;w budynku;PODKARPACKIE;Sanok;ul. Mickiewicza;49.560278;22.201944
722;PkSanoSadowa;PL0555A;Sanok-Sadowa-WIOS;PkSanokWIOSSadowa;01.01.2012;;tào;miejski;wolnostoj•cy pobornik pyàu;PODKARPACKIE;Sanok;Sadowa;49.571731;22.195892
723;PkStWolWoPol;PL0696A;Stalowa Wola - Woj. Polskiego;PkStWolWoPol;01.01.2018;;tào;miejski;rozproszona;PODKARPACKIE;Stalowa Wola;Wojska Polskiego 9;50.577828;22.054336
724;PkStWolWSSENiezl;PL0231A;StalowaWola-Niezàomnych-WSSE;PkStWolWSSENiezl;01.01.1989;31.12.2009;tào;miejski;w budynku;PODKARPACKIE;Stalowa Wola;ul. NIezàomnych 66;50.570833;22.048611
725;PkTarnDabrow;PL0595A;Tarnobrzeg-M.Dabrowskiej-WIOS;PkTarnobWIOSDabrow;01.04.2012;;tào;miejski;wolnostoj•cy pobornik pyàu;PODKARPACKIE;Tarnobrzeg;Marii D•browskiej;50.575742;21.688367
726;PkTarnobWIOSSwBarb;PL0232A;Tarnobrzeg-ów Barbary-WIOó;PkTarnobWIOSSwBarb;01.04.2000;31.12.2011;tào;miejski;w budynku;PODKARPACKIE;Tarnobrzeg;ul. ów. Barbary 12;50.568889;21.683894
727;PkTarnobWSSE1Maja;PL0233A;Tarnobrzeg-1goMaja-WSSE;PkTarnobWSSE1Maja;01.01.1965;31.12.2009;tào;miejski;w budynku;PODKARPACKIE;Tarnobrzeg;ul. 1 Maja 5;50.569722;21.664444
728;PkTarnobWSSEWarszaw;;Tarnobrzeg-Warszawska-WSSE;PkTarnobWSSEWarszaw;06.04.1999;31.12.2003;tào;miejski;w budynku;PODKARPACKIE;Tarnobrzeg;ul. Warszawska 378;50.636111;21.753889
729;PkTarnobWSSEWiejs;;Tarnobrzeg-Wiejska-WSSE;PkTarnobWSSEWiejs;04.06.1999;31.12.2003;tào;miejski;w budynku;PODKARPACKIE;Tarnobrzeg;ul. Wiejska 4;50.586111;21.686111
730;PkUsDolWSSEKoper;PL0277A;Ustrzyki Dolne-Kopernika-WSSE;PkUsDolWSSEKoper;01.01.2007;31.12.2009;tào;miejski;w budynku;PODKARPACKIE;Ustrzyki Dolne;ul. Kopernika;49.430833;22.590556
731;PkUstDolWSSEBelz;PL0259A;UstrzykiDln-Beàska-WSSE;PkUstDolWSSEBelz;01.01.1996;31.12.2006;tào;miejski;w budynku;PODKARPACKIE;Ustrzyki Dolne;ul. Beàska 7;49.430556;22.588611
732;Pm.00.s218m;PL0416A;WSSE Gdynia órodmieòcie;Pm.00.s218m;01.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Gdynia;ul. Ωwirki i Wigury 14;54.515556;18.538889
733;Pm.00.s231m;PL0417A;WSSE Sopot;Pm.00.s231m;01.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Sopot;ul. Chrobrego 6/8;54.440000;18.568333
734;Pm.00.s234m;PL0418A;WSSE Gdynia Karwiny;Pm.00.s234m;01.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Gdynia;ul. Staffa 10;54.473333;18.498333
735;Pm.00.s237m;PL0278A;WIOó Gdynia - Piàsudskiego;Pm.00.s237m;17.08.2004;31.12.2011;komunikacyjna;miejski;w budynku;POMORSKIE;Gdynia;ul. Piàsudskiego 52/54;54.508097;18.539853
736;Pm.00.s428m;PL0419A;WSSE Gda‰sk Wrzeszcz D©binki;Pm.00.s428m;24.04.2003;31.12.2009;tào;miejski;w budynku;POMORSKIE;Gda‰sk;ul. D©binki 4;54.365833;18.627778
737;Pm.00.s473m;PL0420A;WSSE Gda‰sk Nowy Port;Pm.00.s473m;05.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Gda‰sk;ul. Na Zasp© 31a;54.402222;18.664167
738;Pm.00.s476m;PL0421A;WSSE Gda‰sk Wrzeszcz;Pm.00.s476m;05.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Gda‰sk;ul. Legion¢w 11;54.386111;18.612222
739;Pm.00.s477m;PL0279A;WSSE Gda‰sk ór¢dmieòcie;Pm.00.s477m;01.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Gda‰sk;ul. Rajska 6;54.355278;18.650556
740;Pm.00.s479m;PL0422A;WSSE Gda‰sk Morena;Pm.00.s479m;05.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Gda‰sk;ul. Jaòkowa Dolina 105;54.358333;18.586111
741;Pm.01w.01m;PL0280A;WIOó-Gdynia;Pm.01w.01m;01.02.2007;31.03.2008;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Gdynia;ul. Kopernika;54.494444;18.554167
742;Pm.02.s631m;PL0423A;WSSE Chojnice;Pm.02.s631m;02.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Chojnice;ul. Szpitalna 3;53.695000;17.557778
743;Pm.04.s472m;PL0424A;WSSE Pruszcz Gda‰ski;Pm.04.s472m;01.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Pruszcz Gda‰ski;ul. Wojska Polskiego 9;54.259722;18.633611
744;Pm.06.s711m;PL0425A;WSSE Koòcierzyna;Pm.06.s711m;01.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Koòcierzyna;ul. Rynek 9;54.122500;17.978611
745;Pm.06.s712m;PL0167A;WIOó Koòcierzyna - Staszica;Pm.06.s712m;26.05.2003;31.12.2011;tào;miejski;w budynku;POMORSKIE;Koòcierzyna;ul. Staszica 6;54.119167;17.968611
746;Pm.07.s005m;PL0426A;WSSE Kwidzyn;Pm.07.s005m;05.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Kwidzyn;ul. Chopina 40;53.733056;18.926111
747;Pm.08.s076m;PL0427A;WSSE L©bork;Pm.08.s076m;05.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;L©bork;ul. Czoàgist¢w 5;54.539167;17.742778
748;Pm.08.s077m;PL0428A;WSSE ùeba;Pm.08.s077m;05.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;ùeba;ul. Nadmorska 8;54.764722;17.563889
749;Pm.09.s067m;PL0429A;WSSE Malbork;Pm.09.s067m;05.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Malbork;ul. Konopnickiej 6;54.031667;19.034167
750;Pm.12.s063m;PL0430A;WSSE Ustka;Pm.12.s063m;05.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Ustka;ul. Marynarki Polskiej 5;54.588056;16.854167
751;Pm.13.s618m;PL0431A;WSSE Starogard;Pm.13.s618m;02.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Starogard Gda‰ski;ul. Rynek - Ratusz Miejski;53.966667;18.534444
752;Pm.14.s512m;PL0432A;WSSE Tczew;Pm.14.s512m;05.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Tczew;ul. Obro‰c¢w Westerplatte 10;54.090278;18.797222
753;Pm14TCZEw06m;PL0164A;Tczew manualny;Pm14TCZEw06m;01.08.2004;31.12.2009;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Tczew;ul. Jarosàawa D•browskiego;54.086944;18.797222
754;Pm.15.s128m;PL0433A;WSSE Wejherowo;Pm.15.s128m;01.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Wejherowo;ul. Obro‰c¢w Helu 3;54.608611;18.248056
755;Pm.63.s073m;PL0434A;WSSE Sàupsk;Pm.63.s073m;01.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Sàupsk;ul. Szarych Szereg¢w 15;54.468611;17.036111
756;Pm.63.s079m;PL0170A;WSSE Sàupsk - Towarowa/Piotra Skargi;Pm.63.s079m;01.01.2004;31.12.2009;tào;miejski;w budynku;POMORSKIE;Sàupsk;ul. Towarowa 1/Piotra Skargi 8;54.464444;17.013056
757;Pm.63.wDSMm;PL0172A;WIOó DS Sàupsk - Kniaziewicza malualny;Pm.63.wDSMm;20.01.2001;31.12.2012;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Sàupsk;ul. Kniaziewicza 30;54.463611;17.046667
758;Pm.a09a;PL0053A;AM9 Gdynia Redàowo;Pm.a09a;01.09.1999;31.12.2009;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Gdynia;ul. Kopernika;54.483333;18.550000
759;Pm.aw07m;PL0521A;WIOó Tczew - Targowa;Pm.aw07m;01.01.2010;28.02.2011;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Tczew;ul. Targowa;54.082164;18.786156
760;PmGac;PL0281A;WIOó GaÜ - Sàowi‰ski Park Narodowy;Pm.D;01.07.2004;31.12.2015;tào;pozamiejski;wolnostoj•cy pobornik pyàu;POMORSKIE;GaÜ;;54.693806;17.458067
761;PmGdaGleboka;PL0166A;WIOó Gda‰sk - Gà©boka;Pm.00.s481m;01.01.2004;31.12.2016;tào;miejski;wolnostoj•cy pobornik pyàu;POMORSKIE;Gda‰sk;ul. Gà©boka 11;54.352722;18.673417
762;PmGdaKacze02;PL0046A;AM2 Gda‰sk Stogi;Pm.a02a;01.10.1996;31.12.2019;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Gda‰sk;ul. Kacze‰ce;54.367778;18.701111
763;PmGdaLecz08m;PL0522A;WIOó Gda‰sk - Leczkowa;Pm.aw08m;01.05.2008;;tào;miejski;wolnostoj•cy pobornik pyàu;POMORSKIE;Gda‰sk;ul. Leczkowa;54.380279;18.620274
764;PmGdaLeczk08;PL0052A;AM8 Gda‰sk Wrzeszcz;Pm.a08a;01.10.1998;;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Gda‰sk;ul. Leczkowa;54.380279;18.620274
765;PmGdaOstrz05;PL0049A;AM5 Gda‰sk Szad¢àki;Pm.a05a;01.05.1998;01.01.2019;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Gda‰sk;ul. Ostrzycka;54.328336;18.557781
766;PmGdaPoWie01;PL0045A;AM1 Gda‰sk ór¢dmieòcie;Pm.a01a;01.10.1996;;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Gda‰sk;ul. Powsta‰c¢w Warszawskich;54.353336;18.635283
767;PmGdaPowWiel;PL0497A;Zaspa;Pm.01w.02m;01.01.2010;;tào;miejski;wolnostoj•cy pobornik pyàu;POMORSKIE;Gda‰sk;ul. Powsta‰c¢w Wielkopolskich;54.398639;18.614333
768;PmGdaWyzwo03;PL0047A;AM3 Gda‰sk Nowy Port;Pm.a03a;01.09.1998;;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Gda‰sk;ul. Wyzwolenia;54.400833;18.657497
769;PmGdyJozBema;PL0557A;WIOó Gdynia - Bema;Pm.00.w237m;01.01.2012;31.12.2019;tào;miejski;wolnostoj•cy pobornik pyàu;POMORSKIE;Gdynia;ul. Bema;54.50805;18.539831
770;PmGdyPoreb04;PL0048A;AM4 Gdynia Pog¢rze;Pm.a04a;01.03.1997;;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Gdynia;ul. Por©bskiego;54.560836;18.493331
771;PmGdySzaf09N;PL0520A;AM9 Gdynia D•browa;Pm.a09aN;01.12.2009;;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Gdynia;ul. Szafranowa;54.465758;18.464911
772;PmGdyWendy10;PL0310A;AM10 Gdynia ór¢dmieòcie;Pm.a10a;01.12.2000;31.12.2019;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Gdynia;ul. Wendy;54.525274;18.536382
773;PmKartWejher;PL0282A;WIOó Kartuzy;Pm05KARTw01m;25.02.2003;31.12.2015;tào;miejski;w budynku;POMORSKIE;Kartuzy;ul. Wejhera;54.334194;18.199944
774;PmKosTargo12;PL0558A;AM12 Koòcierzyna Targowa;Pm.AM12.a;01.01.2012;;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Koòcierzyna;ul. Targowa;54.120694;17.975861
775;PmKwiSportow;PL0562A;WIOó Kwidzyn - Sportowa;Pm.Kwidz.Sport.m;20.06.2010;31.12.2019;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Kwidzyn;ul. Sportowa;53.722361;18.936917
776;PmLebaRabkaE;PL0004R;IMGW ùeba - R•bka;Pm08LEBAiEMEPa;01.01.2000;;tào;podmiejski;w budynku;POMORSKIE;ùeba;R•bka 1a;54.754139;17.534528
777;PmLebMalcz16;PL0560A;AM16 L©bork Malczewskiego;Pm.AM16.a;01.01.2012;;tào;miejski;kontenerowa stacjonarna;POMORSKIE;L©bork;ul. Malczewskiego;54.546167;17.746194
778;PmLinieKos17;PL0561A;AM17 Liniewko Koòcierskie;Pm.AM17.a;01.01.2012;;tào;pozamiejski;kontenerowa stacjonarna;POMORSKIE;Liniewko Koòcierskie;;54.104111;18.182972
779;PmMalMicki15;PL0559A;AM15 Malbork Mickiewicza;Pm.AM15.a;01.01.2012;;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Malbork;ul. Mickiewicza;54.031247;19.032899
780;PmSlupKniazi;PL0171A;AM11 Sàupsk Kniaziewicza;Pm.63.wDSAa;01.01.2003;;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Sàupsk;ul. Kniaziewicza 30;54.463611;17.046722
781;PmSlupOrzesz;PL0519A;WIOó Sàupsk Orzeszkowej;Pm.63.wDSPm;01.01.2011;31.12.2015;tào;miejski;wolnostoj•cy pobornik pyàu;POMORSKIE;Sàupsk;ul. Orzeszkowej;54.475611;17.030733
782;PmSopBitPl06;PL0050A;AM6 Sopot;Pm.a06a;01.07.1998;;tào;miejski;kontenerowa stacjonarna;POMORSKIE;Sopot;ul. Bitwy pod Pàowcami;54.431667;18.579722
